customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,labels
1622207,R3PO3K321GY8HI,B00C7UZTT8,264608272,"Pure Garcinia Cambogia Extract, 60 x 500mg capsules. 60% HCA with Potassium & Calcium. Premium quality. 1000mg Daily Dose. Zero side effects. Clinically proven. Revolutionary weight loss supplement. As seen on TV. Full 60 day, 100% money back guarantee.",Health & Personal Care,1,0,0,N,Y,Doesn't work.,0
29856075,RVQ0UNYX6IEVK,B005F9XFN0,638667060,"Now  Better Stevia Organic Sweetener, 4 oz.",Health & Personal Care,1,0,1,N,Y,not quite,0
52319463,R25E9NIGO2XQ3D,B00Q8YSPTU,130354267,"Now Foods Stevia Extract, 8 Fl Ounces",Health & Personal Care,5,0,0,N,Y,Reasonably priced 2-pack,0
16857013,R3GIEXIIIR2G9Y,B00N34HBVG,700530604,Compression Thigh Wrap Slimmers,Health & Personal Care,1,0,0,N,Y,DO NOT BUY!!!! Very small,0
12269680,R264BH3U417NXF,B002UN2UKS,731161248,Brownmed SEAL-TIGHT Freedom Cast and Bandage Protector,Health & Personal Care,5,0,0,N,Y,Worked Great!! Very durable - used for over a ...,0
29116955,R2C6S0XJIMP0Z2,B003265KYK,719831457,"Botanic Choice Glucosamine Sulfate 500mg Capsules, 90 Count (Pack of 2)",Health & Personal Care,5,0,0,N,Y,Five Stars,0
14533949,R2LRJYGC2YYR2F,B00939J5T6,377517622,Shibari SHIB-WHT Magic Wand Power Massager,Health & Personal Care,2,0,0,N,Y,Cant handle long periods as states in description.,0
11274313,R3SVW9ZP1CZPW7,B00LJOQKRI,376583016,Eyekepper 5-pack Spring Hinges Vintage Reading Glasses Men Includes Sun Readers,Health & Personal Care,1,0,1,N,Y,One Star,0
14861684,R1GLA6RQUF4Q79,B002TG3QPO,813956658,"Isopure Zero Carb Protein Powder, 100% Whey Protein Isolate",Health & Personal Care,4,0,0,N,Y,Four Stars,0
13899017,R1UXYY06OAAUQ,B000293XLM,475333749,Nature's Way Valerian Root,Health & Personal Care,3,0,0,N,Y,Valerian,0
22649477,R37R181DDM2UUL,B002XULCB6,548350995,Pure Protein 35g Shake - Frosty Chocolate,Health & Personal Care,4,2,2,N,Y,Lots of protein and decent flavor,0
3032855,R27SGADEMD656F,B008ZAH0GY,951720176,Tampax Pearl Active Plastic Triplepack Light/Regular/Super Absorbency,Health & Personal Care,5,0,1,N,Y,Five Stars,0
50247241,R2H4PFXM303UPQ,B0013OSN6A,568590155,"Now Foods, Indole-3-Carbinol, 200 mg, 60 Veggie Caps",Health & Personal Care,4,3,3,N,Y,Four Stars,0
23147228,RZ9HASH6YNE4J,B00LLKJIQ0,871825395,"Pure Sun Naturals Pure and Potent Forskolin Weight Loss Supplement, Fat Burner 20 Percent Coleus Forskohlii Standardized, 90 Capsules",Health & Personal Care,5,1,1,N,Y,Five Stars,0
34049312,RCE8WNGDG2QHE,B007H91S5S,611669941,Contour Products Folding Bed Wedge,Health & Personal Care,3,0,0,N,Y,the wedge itself is great.. however for me,0
34396419,R1LII928W7JJFN,B00IXPC50W,387362973,"Woolzies Best quality, great value 100% Pure Lavender Essential Oil, therapeutic grade, aromatherapy oils",Health & Personal Care,5,0,0,N,Y,"a beautiful scent, These oils are very good and scent ...",0
42121146,RR3HYBU0LOG05,B005DQTUWA,504121663,"Nature Made Krill Oil Softgels, 300 Mg, 60 Count",Health & Personal Care,5,2,3,N,Y,Five Stars,0
35574474,R2604WANPTX0YO,B00N2BW2PK,366100425,Fitbit Charge HR Wireless Activity Wristband,Health & Personal Care,5,0,0,N,Y,"perfect, thank",0
47118568,RH7A4CZ5CKC72,B005NQVLEU,21954167,"FunZone Vulcan Love Skin, Masturbator Ripe Mouth + Vibe",Health & Personal Care,4,0,1,N,Y,Four Stars,0
6369984,R2NGB1TRR68FI1,B004FE1HGI,434179581,Raw Pancreas Glandular 500 mg 60 Caps,Health & Personal Care,5,0,1,N,Y,Five Stars,0
24814591,R1DW9HGGSGPW1L,B003B3OOO6,805429373,Nature's Way Alive Men's Max Potency Multi-Vitamin,Health & Personal Care,4,0,0,N,Y,Bummer for me.,0
25402244,RNV4CWGB974GE,B000A0S5LG,33116926,Neilmed Sinus Rinse Kit,Health & Personal Care,2,0,1,N,Y,Not the product for me!,0
12152777,R45LXAPWF1BYU,B0051M9DKU,242872821,"Doctor's Best Best Nattokinase, Vegetarian Capsules (2,000 FU)",Health & Personal Care,5,9,10,N,Y,This Natto is powerful!,0
34611638,R1NES47DS1OHKM,B001H4FN50,473834034,Patchouli - Nandita Incense Oil/Roll On - 1/4 Ounce Bottle,Health & Personal Care,5,0,0,N,Y,Five Stars,0
37972503,R3G123CRMPX774,B00JM94GOQ,358371229,S&S® Foot alignment socks/pink,Health & Personal Care,5,0,0,N,Y,Just as described!,0
27908167,RMHV44UUQNFKD,B004GHALRK,40610947,"Conceive Plus Personal Lubricant, 8x Pre-filled Applicators, Sasmar Fertility-Friendy Sperm Safe Lube For TTC Couples",Health & Personal Care,5,2,3,N,Y,It seems to work...,0
12902696,R3HZ55S6TZ36CG,B00TN7E7YQ,310876485,Coromose Beautiful Plated Leaf Heart Joint Knuckle Nail Ring Set of Four Rings,Health & Personal Care,5,0,0,N,Y,Five Stars,0
3874931,RGH2EH7QM0LOO,B005IV0AI8,232918810,Hugo Mobility Adjustable Derby Handle Cane with Reflective Strap,Health & Personal Care,5,0,0,N,Y,Very good grip.,0
14386248,R1YPKAZAW2AYBS,B003DN1WJY,196599327,Desitin Diaper Rash Cream Rapid Relief,Health & Personal Care,5,0,0,N,Y,Five Stars,0
15665107,R2D1QHB72QYC2W,B00PKHIDRA,64595824,WEISHI Long Handle Version Butterfly Open Double Edge Safety Razor.,Health & Personal Care,5,2,2,N,Y,Old school shave,0
35803705,R2TZRCJCU1CH36,B00N2BW638,366100425,Fitbit Charge HR Wireless Activity Wristband,Health & Personal Care,5,0,0,N,N,Pleasantly Surprised,0
50465378,R2PAXVVB0G1AM6,B006SFJ21O,492017578,"SCALPICIN 2 in 1 Scalp Itch Treatment, 1.5 Ounce (Packaging may vary)",Health & Personal Care,5,0,0,N,Y,Five Stars,0
26910107,RZNIJWRS0LCQX,B00X9JE7LM,943174379,"Equinox International Dental Hygiene Kit - Includes Tarter Scraper/Scaling Instrument, Dental Pick, Dental Sickle, and Mouth Mirror - Professional Surgical Grade Dentist Approved Tools",Health & Personal Care,4,0,0,N,Y,Awesome product!!!,0
28016918,RLBGTWG2E2JQ1,B0055E2TGE,124055190,Bazuka Extra Strength 6G,Health & Personal Care,5,13,16,N,Y,Completely Gone in ONE WEEK!,0
20403979,R1MKO6NLYVTR7B,B00G2C2OCC,746589439,"Life Extension Cognitex Plus Pregnenolone with Brain Shield Softgels, 90 Count",Health & Personal Care,5,12,12,N,Y,even though I would like to use it every day if possible,0
19900508,R1VRO8J966Q7KZ,B005DLCJX2,605466341,Pampers Sensitive Wipes,Health & Personal Care,5,0,0,N,Y,Best wipes ever,0
12193589,R3DCSSB8K3QFA3,B000E13BVA,361204512,Borin-Halbich 7 Day Pill Organizer Tray,Health & Personal Care,5,0,0,N,Y,Perfect solution,0
927792,R1YRBYGW7DKF2B,B00N2BW9BW,366100425,Fitbit Charge HR Wireless Activity Wristband,Health & Personal Care,5,0,0,N,Y,Five Stars,0
50490454,R2TDB1AN00LB5B,B00020HYNO,756622063,"Solaray White Willow Bark Capsules, 400 mg, 100 Count",Health & Personal Care,4,3,4,N,Y,White Willow Bark is really working for me as a pain reliever.,0
37594866,RZE40JV6V4IV6,B00SP3A1M6,321090634,YES Personal Lubricants Water Based Formula| Organic Intimate Lubricant & Vaginal Moisturizer - Discreet Applicators,Health & Personal Care,5,0,0,N,Y,Fantastic,0
16115294,R1IT6PH08O3E8I,B0007XFB2W,451352338,Original Sprout 4 oz Miracle Detangler,Health & Personal Care,5,0,0,N,Y,Product works great and only alittle is needed,0
31463514,R222C2BHK9KPL,B00E4UOKNK,661975925,"Haylard Health Purple Nitrile Exam Gloves, Large, 100 Count",Health & Personal Care,5,0,0,N,Y,Five Stars,0
25391946,R222C4BBYUF2TX,B00IPILHSS,103230886,"Purely Inspired Plant Based Protein Shake, Very Berry, 1.5 Pound",Health & Personal Care,5,5,7,N,Y,Very Berry Good!,0
1717317,R2984F9VD9WDJB,B0013OVVK0,895291357,"Jarrow Formulas N-A-C Sustain, Supports Liver and Lung Function, 600 mg, 100 Sustain tabs",Health & Personal Care,1,37,46,N,Y,... month 2000 mg and my immune response was very bad and,0
45354912,R3E2B3EGIUSKNC,B008FPY7NI,173992831,Bitter Apricot Kernels Raw 100% Organic (Seeds) 430g Bag 1lb,Health & Personal Care,5,0,0,N,Y,Love them!,0
41275350,R1KKBOFZ3KFTLD,B009R2VH9A,296084896,Fatal Funnel 12 - PACK,Health & Personal Care,5,0,0,N,Y,AWESOME product!!! they WORK.,0
19010445,R20H8HZ9YLA88B,B00YNYH8F4,316580345,LENA Menstrual Cup - FDA Registered - Small - Normal Flow - Pink - A Better Period,Health & Personal Care,5,0,0,N,Y,Thank you!! This great!,0
29368987,R3ROSQJ6VL9Q6A,B004UFJ6Q0,657326423,Monteverde Mega Ink Ball Black Front Head Part Accessory - MV34502PB,Health & Personal Care,5,0,0,N,Y,Pen didn't write. Had to get a new tip ...,0
1384691,R282YEFV0ZPHD7,B00WFBKF9I,382370230,"Robbers' Relief: 30mL. (Compare to Thieves by Young Living). A Powerful & Therapeutic Combination of 5 Essential Oils: Clove, Cinnamon, Lemon, Rosemary & Eucalyptus",Health & Personal Care,5,3,4,N,Y,Outstanding product!,0
128077,R2BH5NA7H0LBP9,B00A76CPUA,457106539,RuiChy 12 Color Pro 3d Nail Art Design Acrylic Gel Paint Painting Tube Pigment Set,Health & Personal Care,4,0,0,N,Y,Four Stars,0
44877916,RZ4I492HYC3G3,B00BXNU80U,378464666,"Garcinia Cambogia Drops - Fast Absorbing Liquid - 100% Natural Weight Loss Supplement - 60 Servings, (60% HCA) - 2 Liquid Ounces (60 ML).",Health & Personal Care,1,0,0,N,Y,One Star,0
52352955,R3UQ3EJ0T6Z87M,B00V9JP8EE,301579594,"InnoGear Aromatherapy Essential Oil Diffuser Portable Ultrasonic Diffusers with Color LED Lights Changing and Waterless Auto Shut-off Function for Home Office Bedroom Room, 100 mL",Health & Personal Care,5,0,1,N,Y,efficient and simple aromatherapy device,0
28768214,RMXMIVW5LBZBY,B00XGYV40M,166493805,Denture Bath With Basket - European Style - Fulfilled by Amazon,Health & Personal Care,4,0,0,N,Y,like the cup,0
32956435,R3G4XC4CDA5PF4,B00FKXKZ9I,420136242,"NOW Solutions Clinically Advanced Hair, Skin And Nail,90 Capsules",Health & Personal Care,5,2,7,N,Y,Five Stars,0
34838239,RNB10A158B5WM,B008XBK7PG,920971295,Sony Lithium 3V Batteries CR2032,Health & Personal Care,5,0,0,N,Y,Good price and excellent item.,0
16197567,R3CBWBH9N3KD4T,B00MXMMW8G,569032210,Major Curves Butt Enhancement | Enlargement Cream (Select Quantity),Health & Personal Care,5,0,0,N,Y,It works great!,0
22041920,R1NLQ0DAMM5EP1,B00P9GVHT8,187115612,"Doctor Recommended Digital Hearing Amplifier - Behind the Ear Hearing Device - Fits Right & Left Ears - No Prescription Needed - Reduces Static, White Noise, Background Noise - Amplifies Sound",Health & Personal Care,5,2,2,N,N,A digital hearing amplifier worth buying...,0
591966,R14FMWKMNMZWGB,B000GP0NSI,478474714,BSN SYNTHA 6,Health & Personal Care,5,0,0,N,Y,Five Stars,0
17961181,R3QZOBE82JWNT0,B00BPUY3W0,955200395,"Natural Vitality Natural Calm Magnesium Anti Stress, Organic, Raspberry Lemon",Health & Personal Care,5,4,5,N,Y,This product I have used for the past 2 years ...,0
22991871,R2R8UHQEAS72ZV,B000Q3BZXM,289971036,Herbs Etc - Menopautonic Alcohol Free - 120 Softgels,Health & Personal Care,2,0,0,N,Y,Two Stars,0
29760209,R367NJ6UIK4Y7Q,B00C2VOHWC,922758202,Magician Magic Party Tattoos - 72 pcs,Health & Personal Care,4,0,0,N,Y,Four Stars,0
36219902,R1LUCAQEF2QQHW,B0052V1JA2,658815659,"Sprayway Glass Cleaner Aerosol Spray, 19 oz",Health & Personal Care,5,0,0,N,Y,"Works much better than regular glass cleaner, IF you follow the directions.",0
50169775,RG1GTXI6INW51,B00J3ZLKC0,58632367,Omron Alvita Ultimate Pedometer,Health & Personal Care,1,1,3,N,Y,a piece of junk!,0
17365073,R7HFJODX21V6M,B00B7VALNC,113843197,Natrol Vitamin D3 Strawberry -- 2000 IU - 90 Mini Tablets,Health & Personal Care,5,0,0,N,Y,Five Stars,0
28785192,R1KY4OXLUH9ET5,B00QKXH05Y,114568251,"Natural Joint Support Supplement - Relieves Joint Pain & Improves Mobility - Contains Glucosamine, MSM, Turmeric, Yucca & Collagen - Green Root Wellness",Health & Personal Care,5,0,0,N,Y,Great product.,0
43703636,RTX0USNIFSP2T,B00C1LXBFC,47345635,"Stur - Variety Pack (Pack of 5), All-Natural, Sugar-Free, Calorie-Free, High antioxidant Vitamin C, Makes 100 Drinks",Health & Personal Care,5,0,0,N,Y,I absolutely love this product,0
7592646,R2CUB8SJIYQ16Z,B00DZWGDKQ,968144567,"Cell-Tech Performance Series, Grape, 3lb Creatine",Health & Personal Care,5,0,0,N,Y,"Very good product, I can fell big deferent in training ...",0
39180595,R3L4B53J3LUGZ3,B00OZDM14Q,330911791,Samyo Palm Shaped Massage Glove Body Massager with 9 360-degree-roller Metal Roller Ball Beauty Body Care,Health & Personal Care,2,0,0,N,Y,"Didn't find these to be all that relaxing, maybe ...",0
794672,RV7CQHYHFCFC,B00IIFG4IG,515728654,"TONYMOLY Pandas Dream So Cool Eye Stick, 1.4 Ounce",Health & Personal Care,5,1,1,N,Y,Five Stars,0
42022661,RR1G6BYWVJQE5,B00GLSHT04,289810989,Juniper Berry Essential Oil 10 ml. 100% Pure Undiluted Therapeutic Grade.,Health & Personal Care,5,0,0,N,Y,Five Stars,0
12012614,R3N7ZYC1DBBLIV,B00E3B47ZQ,322938772,"Arm & Hammer Essentials Natural Deodorant, Unscented - 2.5 Oz",Health & Personal Care,5,1,1,N,Y,Five Stars,0
13812191,R4FTYY3INTLVL,B00DLDH1N2,845909762,"Quest Nutrition Protein Bar, Apple Pie, 20g Protein, 6g Net Carbs, 190 Cals, High Protein Bars, Low Carb Bars, Gluten Free, Soy Free",Health & Personal Care,4,0,0,N,Y,Four Stars,0
49354808,R26OCILNRH0PSA,B001FNW09U,802701746,PowerOne Hearing Aid Batteries Size 312 - 10 Packs of 6 Cells,Health & Personal Care,5,0,0,N,Y,Great price!,0
49780688,R264BC4ANFX8KS,B0000AN3UB,56605492,Slim Guide Skinfold Caliper in Black with Booklet,Health & Personal Care,4,0,0,N,Y,Pretty Good,0
4815996,R3VL4ZG5ZW2BO,B00KTSHBZ0,307284421,Leyzene Natural Performance Enhancement 10 capsules,Health & Personal Care,1,0,0,N,Y,One Star,0
7430071,RD3GQJQN71FEW,B00BL0GJ0I,447609598,"Quest Bar Protein Bar, 2.11 Ounce (Pack of 12)",Health & Personal Care,5,0,0,N,Y,Five Stars,0
4927565,R2C92ANPN4X5SU,B00KMIHFJO,679382219,"Ozeri Precision Digital Bath Scale (400 Lbs Edition), In Tempered Glass With Step-on Activation",Health & Personal Care,5,0,0,N,Y,Five Stars,0
10310837,R1O011SXCC6MOK,B00LOX9HTW,93548584,"Organic Vanilla Cocoa Deodorant -Healthy All Natural Deodorant Detoxes with No Aluminum - With Aloe Infused Cocoa Butter & Coconut Oil, Best Natural Healthy Hypoallergenic Deodorant That Works!",Health & Personal Care,5,0,0,N,Y,Five Stars,0
7708211,RQ84B4TTNL605,B00028OVXM,736312016,Aerobic Life Mag O7 Oxygen Digestive System Cleanser Capsule,Health & Personal Care,5,0,0,N,Y,Five Stars,0
21469017,RTWY2QYRHD5TF,B010RN5OKA,975495508,"Ubervita Cranberry Fruit Extract Supplement, Pills with Antioxidant Fruit and Berry Blend, Cranberry, 250 Count",Health & Personal Care,5,0,0,N,N,Stop those urinary infections,0
36503887,RVY8F8U42NPIM,B00Q2T6OE4,575962061,Timber Wool Dryer Balls - 6 XL Size Pack - All Natural Alternative to Fabric Softener and Dryer Sheets to Save You Money,Health & Personal Care,5,0,0,N,Y,I highly recommend these dryer balls because my gas bill from my ...,0
18467753,RAPD38IGFKT58,B00W64AJ3G,24504003,95% HCA (New Highest Potency) Pure Garcinia Cambogia Extract Slim Maximum Strength Formula To Reduce Appetite & Lose Weight Faster Than Ever Plus Garcinia Cambogia Weight Loss E-Book!,Health & Personal Care,5,0,0,N,Y,Sarah G,0
1846137,R3NTB1LSG00IZO,B00L3JTHME,332910265,"#1 BEST Probiotic Supplement - 60 Day Supply with 100% Moneyback Guarantee - Improve Digestion, Immune Function, & Bone Density. Improve Bowel Regularity, Vitamin Production, & Increase Energy with the Most Potent Probiotic Available by Nutrition Essentials (60 Tablets / 60 Day Supply)",Health & Personal Care,4,0,0,N,Y,able to function now,0
25062800,R1USYSNZMLBXFJ,B00IR8BOU2,801102346,HealthAndYoga Palm Urchin Massage tool - Easy Palm Fit | 4-Legged Massage Knobs for Gentle Massage,Health & Personal Care,5,1,2,N,Y,Spouses of carpal tunnel sufferers rejoice!,0
15733848,RYSR3SDXIAB8L,B0029NYQ38,474312620,Always Infinity Pads,Health & Personal Care,5,0,1,N,Y,Great pads,0
42022661,R35G1IKHA9CNDB,B004242558,512427128,Coconut Cream Premium Grade Fragrance Oil,Health & Personal Care,5,0,0,N,Y,Five Stars,0
12219328,R2CYI69N1W4NPE,B0024IB1TU,19719679,Premium Slim Green Reduce Cream By Alfa Vitamins - Weight Loss & Fat Burning Support For Men & Women - Does Not Stain Or Grease - Organic Natural Ingredients - Made In USA,Health & Personal Care,4,3,3,N,Y,Great product!,0
50646383,R1CWSJZOHI1OOU,B000GFPCVQ,761622825,Source Naturals Inflama-Rest,Health & Personal Care,5,0,0,N,Y,Five Stars,0
23632209,RKJDVPC0XKKMA,B00AHZMVGE,621088085,"Medline Low Density Clear Can Liners - .35 Mil, 12"" x 8"" x 21"", 7 Gallon, 1,000 per Box, Clear",Health & Personal Care,1,1,1,N,Y,Do not waste your money,0
41137196,RIQ8BHQA8XGSM,B00JJZLB8M,697100660,Lineatabs - Garcinia Cambogia Dual Action Fat Buster - 20 Tablets,Health & Personal Care,5,0,0,N,Y,Five Stars,0
43976403,R3CWYU8P5CZC84,B00GF24C7Y,874993619,"21st Century Melatonin Quick Dissolve Tablets, Cherry, 10 mg, 120 Count",Health & Personal Care,4,0,0,N,Y,Easy to take,0
11599687,RNR1M9V4YHS0P,B00N9J6U0I,947513276,"Nutrivive Turmeric Curcumin with Bioperine, 120 Veggie Capsules",Health & Personal Care,5,1,1,N,Y,Great!!!,0
14164702,RHNNQFAHA5H3X,B0007YT0SM,54101531,Genuine Corflex Medic Air Back Pillow - Blue,Health & Personal Care,5,0,0,N,Y,Great for your back...,0
1904164,R3JA03NFOT8BE7,B00062N4A0,2774412,Prestige Taylor Percussion Hammer,Health & Personal Care,4,0,0,N,Y,Four Stars,0
37314916,R2B7RBBKX6FM74,B00I3MUN90,251476123,"Bounce Fabric Softener Sheets, 40 Count",Health & Personal Care,5,0,0,N,Y,Bounce has always been a valuable item in my home ...,0
23413866,R1A1VYDM6V1295,B00I0BJ6X8,864750124,BlenderBottle Full Color Bottles - New Black Translucent Color with Shaker Ball - 28oz,Health & Personal Care,5,0,0,N,Y,... of these old stand-bys and the flip cap is better. My old one cracked along the lid after ...,0
42543864,RLBXJCTDCHO4X,B001G7R734,459172133,"Source Naturals Psyllium Husk Powder, Excellent Low Caloric Source of Soluble Dietary Fiber,12 Ounces (Pack of 4)",Health & Personal Care,3,0,0,N,N,and it is supposed to be like that since it has insoluble fibers (at least that ...,0
47025324,R1FNW64XPG310W,B006RB60X2,941831135,Ez2care Classy Adjustable Folding Cane with Carrying Case,Health & Personal Care,5,0,0,N,Y,"it's very smart looking, also",0
1483232,R33ZGP0T9B6ZZ1,B00PT0LTDI,737544971,"NUTRAFX Joint Flex with Tee Shirt - Glucosamine, Chondroitin, MSM, Vitamin D - Natural Joint Support Pain Relief 120 Tabs",Health & Personal Care,1,0,0,N,Y,One Star,0
17054265,RTB7ZH35PBQZX,B00NH5AK2S,376843613,"Evening Primrose Oil 1300mg 120 Liquid Softgels, Cold-Pressed with No fillers or Artificial Ingredients; Non-GMO & Gluten Free, Made in the USA",Health & Personal Care,3,0,1,N,Y,Yet to be determined,0
127021,R3FY9B6OVNX8OC,B002F8ZCH6,830662260,Bath & Body Works Aromatherapy Bergamot Coriander Energy Body Wash and Foam Bath 10 fl oz (295 ml),Health & Personal Care,5,1,1,N,Y,I love this scent,0
41418894,R15R0P5KU4ZSUA,B000GFHPCK,272317447,Source Naturals NightRest with Melatonin,Health & Personal Care,5,0,0,N,Y,Five Stars,0
52488296,RGDLVLDCGYZYJ,B000ELVHIE,924531580,"NOW Foods, Peppermint Oil",Health & Personal Care,4,0,0,N,Y,Good stuff,0
42933576,RPZ1GTLW9VOSO,B00R8UWG2U,3523567,"EVO-X Health Products SHR3D-X Supplement, 60 Count",Health & Personal Care,4,0,0,N,N,Smelly but good product,0
107700,R1AKE8YICJ4H9M,B000W7FF5Q,865651870,Power One Size 675 Zinc Air Hearing Aid Batteries (60 batteries),Health & Personal Care,5,1,1,N,Y,Five Stars,0
17097938,R2LG6BEWKH9PF1,B003L4WOKG,713816958,NatraCure Cold Therapy Socks (Small/Medium) (A705-CAT),Health & Personal Care,5,1,1,N,Y,These are fantastic. I have neuropathy in both feet,0
10552482,R2HAQ0NL12RREM,B000Z935TO,220581909,"Country Life Super Omega-3, 60-Count",Health & Personal Care,5,3,3,N,Y,would recommend to anyone.,0
27197425,R2QQTTV3LYPE7B,B00ZJTLFHO,183350629,"500 Beamer Premium Brass Screens 0.750"" (3/4"") Inch Size + Limited Edition Beamer Smoke Sticker",Health & Personal Care,5,0,0,N,Y,Great Buy,0
24711684,R3QRF96455AR4R,B0034CKTOI,938365551,"Cast Comfort Stop Itching Spray, 6 Ounce",Health & Personal Care,4,1,2,N,Y,Helpful,0
32302055,R3R4AXBIFF6FSM,B003IKXWDQ,930989797,Elastic Shoe Laces(Size=White 30 in),Health & Personal Care,3,0,0,N,Y,Three Stars,0
43628872,R39E4GBG4XDBYG,B001V9OU4G,672658861,SOCK/STOCKING AID M403-CX2 1 EACH,Health & Personal Care,5,0,0,N,Y,Five Stars,0
1844817,R2XNR0QSCEDQK0,B00A39MPNI,252371412,"Turmeric Curcumin C3® Complex; Turmeric Supports Healthy Aging, Vision, Joint & Liver; Enhanced with Black Pepper for Better Absorption; Made In USA; 100% Money Back Guarantee.",Health & Personal Care,4,1,1,N,Y,Four Stars,0
17262074,RSZ871DF0BWV6,B00NUQYPOS,813931941,"Jojoba Oil for Hair and Skin - 100 Percent Pure Cold Pressed Oil - No Fillers, Dyes or Artificial Ingredients of Any Kind - Made in the USA (1 bottle - 4 oz)",Health & Personal Care,5,1,2,N,Y,Cleared up my boyfriend's dry scalp! Great moisturizer.,0
38634174,R6OEFFF8BZNER,B001E0Y7SG,806025197,"Nature's Way Suma (Brazilian Ginseng), 100 Capsules (Pack of 2)",Health & Personal Care,5,0,2,N,Y,Great buy,0
47746825,R3GLZFPRYTVCCU,B00BRYF5J4,574987816,"REPARA Antifungal Cream Miconazole Nitrate 2% Cream, 5 oz",Health & Personal Care,5,0,0,N,Y,"Thus product is excellent, as it treats foot sours and athletes foot",0
15468006,RVSAMQTS2OFNE,B001KYOGUU,685161648,Sliquid - Organics Natural Lubricating Silk,Health & Personal Care,5,1,1,N,Y,Very good product.,0
48566501,RQ6K3NJN49ZBW,B008B9HVYK,702838774,"Anxiety Ease Synergy Blend Essential Oil (previously known as Calming) by Edens Garden (Lemongrass, Sweet Orange and Ylang Ylang)",Health & Personal Care,5,3,5,N,Y,Needed Calming after researching Essesital Oils,0
14212577,R3R5JY2BVRPL3O,B0013YYNF0,815798850,"Heritage Slippery Elm Bark Nutritional Supplement Powder, Loose Tea, 4ounce",Health & Personal Care,5,0,1,N,Y,Five Stars,0
50452114,R15HDSRMS3VZ3B,B001G7QW76,249745618,"Natrol Black Cohosh Extract 80mg Capsules, 60 Count (Pack of 3)",Health & Personal Care,2,0,0,N,Y,Mostly rice,0
30553774,R146847FILQRR5,B003P8S6VY,89262317,Drive Medical Premium Series Shower Chair with Back and Arms,Health & Personal Care,5,1,1,N,Y,Five Stars,0
661606,R212VOKBP202RI,B00F43P85U,20254259,"Frankincense Essential Oil 10 ml. 100% Pure Undiluted Therapeutic Grade Extract of Boswellia Serrata, Great For Aromatherapy Diffuser, Supports Joint Health and More.",Health & Personal Care,4,1,1,N,Y,Beauty must!,0
45699789,R2F6GUO63BRQDT,B00DDMIRWU,280500405,Pampers Baby Dry Diapers,Health & Personal Care,5,0,0,N,Y,Five Stars,0
33875185,R3UEEBET75F6V0,B00V178TOU,948197304,"BEST Fat Burner, Metabolism Booster, Appetite Suppressant & Energy Enhancer, Ultimate Weight Loss Thermogenic Supplement For Men & Women (30 Day Supply of KrazeXL)",Health & Personal Care,5,0,1,N,Y,This is the first day that I have taken them and it has been amazing to be free from cravings and hunger,0
9572245,R24IDOT3NS1JZ9,B00AMKBX04,303999470,NUUN Multi Flavor Tubes Variety,Health & Personal Care,5,1,1,N,Y,NUUN or UNNU?,0
